Contrast_0,Contrast_45,Contrast_90,Contrast_135,Correlation_0,Correlation_45,Correlation_90,Correlation_135,Energy_0,Energy_45,Energy_90,Energy_135,Homogeneity_0,Homogeneity_45,Homogeneity_90,Homogeneity_135,Label
0.265789473684211,0.470914127423823,0.423684210526316,0.559556786703601,0.872683638647106,0.763697952852176,0.791727961920293,0.716805890294099,0.197326869806094,0.170601821655758,0.178365650969529,0.15585362297711,0.874122807017544,0.800092336103416,0.819078947368421,0.779316712834718,1
0.265789473684211,0.50415512465374,0.38421052631579,0.46814404432133,0.91229077755809,0.828796022235644,0.873878366358582,0.845012133378178,0.180803324099723,0.150313456772124,0.17409972299169,0.154134790248694,0.870614035087719,0.788550323176362,0.832456140350877,0.795475530932594,1
0.455263157894737,1.39612188365651,1.30263157894737,1.72299168975069,0.964253609063529,0.900596450889698,0.90049098882907,0.85246223432509,0.0622437673130194,0.0406918301731877,0.0393490304709141,0.0364100950729353,0.810964912280702,0.64819944598338,0.646491228070175,0.616435826408126,1
0.373684210526316,1.75623268698061,1.60526315789474,1.75069252077562,0.984852167778144,0.937466752411407,0.941879505627099,0.932705660471773,0.0627008310249307,0.042180462089763,0.0442797783933518,0.0396635998802956,0.830701754385965,0.657987072945522,0.681228070175439,0.654893813481071,1
0.331578947368421,0.71191135734072,0.639473684210526,0.767313019390582,0.937768223254976,0.862011245149072,0.878954820339238,0.853165408979716,0.0881301939058172,0.0652926235986526,0.068005540166205,0.0618703048626085,0.841228070175439,0.755771006463527,0.773026315789474,0.7331486611265,1
0.502631578947368,0.847645429362881,0.447368421052632,0.689750692520776,0.900323302102591,0.827943192222738,0.914912567773323,0.866011092262287,0.0790304709141274,0.0680396866199615,0.0871052631578947,0.0712624979857429,0.793640350877193,0.73730378578024,0.814912280701754,0.749769159741459,1
0.355263157894737,0.46814404432133,0.315789473684211,0.559556786703601,0.880426185817809,0.844867144582498,0.893298967439931,0.814073559652993,0.122243767313019,0.109230285218806,0.132146814404432,0.102247527259613,0.846271929824562,0.816943674976916,0.863157894736842,0.795706371191136,1
0.326315789473684,0.703601108033241,0.394736842105263,0.409972299168975,0.84902678585493,0.669076594139772,0.814133725662678,0.807302467445347,0.15196675900277,0.100789588784616,0.128725761772853,0.132664727864274,0.854385964912281,0.7331486611265,0.809649122807018,0.8134810710988,1
0.426315789473684,0.81994459833795,0.415789473684211,0.50415512465374,0.922532094031706,0.854935778271483,0.926601357006128,0.909842989561602,0.0752631578947369,0.0547340796955211,0.0766343490304709,0.0735338126625793,0.800877192982456,0.704524469067405,0.799122807017544,0.792243767313019,1
0.410526315789474,1.86703601108033,1.52631578947368,1.66759002770083,0.985603520923038,0.936935435851472,0.949706004336854,0.947320804332169,0.0460664819944598,0.0272634494824318,0.0303185595567867,0.0284604937040078,0.808771929824561,0.646260387811634,0.672850877192983,0.655909510618652,1
0.305263157894737,0.626038781163435,0.36578947368421,0.404432132963989,0.907136283208362,0.808076827483294,0.891310063132834,0.877661511983678,0.129792243767313,0.0970910290743625,0.121800554016621,0.11130209252538,0.857894736842105,0.774238227146814,0.841666666666667,0.816251154201293,1
0.389473684210526,0.664819944598338,0.439473684210526,0.60387811634349,0.928131835526391,0.876473079604397,0.918367071208401,0.888705285659371,0.0866204986149585,0.0688377161010121,0.0827562326869806,0.0753447257157327,0.812280701754386,0.744459833795014,0.79780701754386,0.764542936288089,1
